@RELATION data/rfMusicGenre
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE features137 NUMERIC
@ATTRIBUTE features138 NUMERIC
@ATTRIBUTE class {sad,love,classical,beach}

@DATA
0.057026,0.016533,3.223999,0.110654,0.139762,0.421535,0.004398,0.084812,-24.526306,1.266715,-0.416838,0.168076,-0.211699,0.044371,-0.110456,-0.089078,-0.215284,-0.130701,0.034659,-0.000092,0.007413,0.018697,0.006576,0.021757,0.014799,0.015700,0.013429,0.025201,0.005349,0.008350,0.011677,0.015602,0.008100,0.015984,0.000000,-0.000007,0.000104,-0.000042,-0.000077,0.000030,0.000005,0.000035,-0.008766,-0.002666,-0.001930,-0.000012,-0.000419,0.000055,-0.000557,-0.000907,0.000763,0.001078,-0.001644,-0.000074,0.000896,0.000202,0.000004,-0.000126,-0.000009,-0.000008,-0.000000,-0.000003,-0.000002,-0.000016,0.000089,0.000004,0.000005,0.000026,0.012742,0.009171,0.073631,0.018706,0.023982,0.182596,0.002282,0.022967,0.883041,0.377470,0.303810,0.270977,0.253920,0.247420,0.221671,0.231964,0.257018,0.243303,0.193155,0.202140,0.177017,0.016448,0.006905,0.016205,0.012091,0.012212,0.012442,0.017824,0.006677,0.007622,0.011031,0.010758,0.007147,0.006329,0.012972,0.009185,0.103776,0.020017,0.031235,0.180340,0.003143,0.023895,0.765361,0.373308,0.291113,0.258429,0.253029,0.243394,0.227324,0.234889,0.254765,0.232055,0.223054,0.213322,0.202210,0.017842,0.007857,0.018236,0.012873,0.011876,0.011402,0.020190,0.007715,0.008481,0.011135,0.012214,0.007380,0.007075,171.428571,0.121115,classical
0.040175,0.018817,3.225235,0.091644,0.136766,0.268481,0.003654,0.055727,-23.604816,2.049976,-0.406171,-0.157146,-0.257660,-0.128762,-0.120324,0.039150,-0.003862,0.134884,0.132746,0.118946,0.085166,0.027673,0.004438,0.021285,0.010138,0.015377,0.018608,0.021022,0.001966,0.008860,0.022045,0.015166,0.009529,0.016893,-0.000006,-0.000025,0.000027,0.000039,0.000053,0.000149,0.000025,-0.000000,-0.003522,-0.000959,-0.000018,-0.000263,0.000221,0.000827,0.000671,-0.000770,-0.001655,0.000231,0.001242,-0.000062,-0.000511,-0.000022,-0.000018,-0.000016,0.000045,-0.000004,0.000056,0.000113,0.000024,0.000012,-0.000029,-0.000009,-0.000010,0.000028,0.006091,0.007398,0.053925,0.015403,0.028401,0.076645,0.001708,0.011924,0.509519,0.239489,0.246316,0.234519,0.223534,0.202182,0.207765,0.201103,0.210183,0.195342,0.204164,0.185072,0.172999,0.017221,0.003813,0.012765,0.006576,0.009498,0.014403,0.013183,0.001699,0.006831,0.014628,0.008359,0.007086,0.005573,0.006508,0.006164,0.076304,0.018803,0.035956,0.079084,0.002209,0.013073,0.335982,0.217461,0.249265,0.243147,0.226286,0.220340,0.218473,0.206588,0.206305,0.192496,0.206414,0.189095,0.175910,0.016091,0.003755,0.012339,0.007669,0.010326,0.014057,0.012466,0.002038,0.006550,0.013678,0.008579,0.008175,0.005834,171.428571,0.089662,classical
0.024596,0.017096,3.175831,0.077826,0.148092,0.037376,0.006059,0.033950,-25.541071,3.296153,-0.863707,0.099936,-0.512867,-0.257510,-0.287155,-0.098412,-0.067453,0.061166,0.026200,0.060944,-0.078043,0.025297,0.017018,0.023893,0.014649,0.017332,0.016604,0.017125,0.002617,0.025060,0.031438,0.018228,0.005040,0.024654,0.000008,0.000024,0.000257,0.000137,0.000200,0.000075,0.000005,0.000005,0.005718,-0.002572,0.000478,-0.001264,-0.000556,0.000082,-0.000216,0.000763,0.001045,0.000006,-0.000124,0.000331,0.000644,-0.000045,0.000005,-0.000053,-0.000079,0.000001,0.000008,-0.000009,0.000000,0.000004,-0.000020,0.000045,0.000002,-0.000019,0.005585,0.007271,0.079194,0.027697,0.045009,0.030340,0.004713,0.007106,0.761906,0.506403,0.365942,0.326404,0.292746,0.290208,0.247263,0.277944,0.254444,0.242311,0.232596,0.209827,0.182987,0.019818,0.014032,0.017429,0.011762,0.017625,0.018150,0.012526,0.003132,0.019438,0.024529,0.011506,0.004892,0.007442,0.004842,0.006784,0.103018,0.034643,0.059261,0.031537,0.006694,0.005787,0.731105,0.596536,0.361985,0.290197,0.258956,0.246230,0.224478,0.237015,0.222483,0.217027,0.219077,0.209243,0.191238,0.017044,0.010410,0.014955,0.010040,0.016533,0.016289,0.009723,0.003295,0.014293,0.018510,0.009420,0.005047,0.006966,200.000000,0.079909,classical
0.042144,0.024640,3.236940,0.092912,0.137631,0.241793,0.005767,0.059867,-25.123150,1.726339,-0.767875,-0.088070,-0.065150,0.204576,0.081491,0.141450,-0.086776,0.032743,0.176126,0.143434,0.019837,0.016160,0.009128,0.033906,0.008384,0.019286,0.023637,0.018855,0.008702,0.007649,0.007467,0.014957,0.010013,0.021299,-0.000041,-0.000037,-0.000143,-0.000038,-0.000045,-0.000331,0.000018,-0.000056,-0.019966,-0.000265,-0.002213,-0.002515,-0.000113,0.000352,-0.000619,0.000998,0.000389,-0.000554,0.000545,0.000253,-0.000925,-0.000020,-0.000006,-0.000032,-0.000012,-0.000013,-0.000019,0.000293,0.000041,-0.000026,-0.000003,-0.000007,0.000033,0.000072,0.009257,0.009253,0.050349,0.018765,0.032288,0.123694,0.002863,0.016526,0.630712,0.365798,0.305534,0.296512,0.254190,0.275069,0.256133,0.261388,0.259304,0.271147,0.263254,0.230662,0.195824,0.013335,0.009426,0.021530,0.007719,0.014774,0.018099,0.014751,0.010090,0.008146,0.006328,0.010444,0.006717,0.008360,0.008651,0.009416,0.063643,0.022466,0.041526,0.113965,0.003768,0.017308,0.498355,0.347546,0.315593,0.313796,0.262831,0.265036,0.264568,0.256146,0.244294,0.253087,0.244258,0.236324,0.212690,0.014104,0.010387,0.022443,0.008474,0.016148,0.018353,0.014696,0.010050,0.008332,0.005929,0.011503,0.006368,0.008371,240.000000,0.100320,classical
0.043318,0.009099,3.227272,0.093028,0.132759,0.293877,0.004558,0.064893,-24.821203,1.761428,-0.512547,-0.093445,-0.231873,0.038921,-0.070968,0.098085,0.020961,0.112596,-0.009320,0.051276,0.011173,0.020830,0.006859,0.023901,0.008377,0.019208,0.011589,0.020425,0.003636,0.006394,0.016622,0.020073,0.014841,0.018461,-0.000016,-0.000010,-0.000079,0.000055,0.000131,-0.000159,0.000006,-0.000023,-0.008014,0.001036,-0.000604,-0.000993,-0.000339,-0.000130,-0.000017,0.001263,0.000347,-0.000146,0.000466,0.000331,0.000157,-0.000108,0.000012,-0.000014,-0.000007,0.000001,0.000005,-0.000027,-0.000004,-0.000019,0.000047,0.000038,-0.000003,-0.000006,0.008405,0.005045,0.049305,0.016416,0.028718,0.102387,0.001657,0.015357,0.791462,0.347914,0.328580,0.242517,0.225919,0.196512,0.192364,0.224320,0.245367,0.211232,0.213619,0.204336,0.167306,0.016899,0.006706,0.016710,0.007325,0.014342,0.008722,0.015689,0.003353,0.005605,0.014347,0.012347,0.014306,0.007212,0.008390,0.003893,0.070940,0.021147,0.039779,0.106961,0.002238,0.016432,0.484358,0.279437,0.269214,0.258707,0.238927,0.223914,0.225219,0.227961,0.232559,0.212917,0.206649,0.207370,0.200119,0.016889,0.006430,0.016407,0.008421,0.013354,0.009124,0.014154,0.003834,0.005573,0.013117,0.013123,0.014086,0.007364,200.000000,0.083241,classical
0.054164,0.019861,3.258118,0.103436,0.145930,0.457712,0.003683,0.085127,-25.231182,1.861887,-0.511185,-0.201457,-0.279118,-0.009738,-0.115134,-0.072037,-0.214826,0.130727,-0.029740,0.087844,0.025192,0.015529,0.013882,0.014149,0.013236,0.013075,0.030017,0.021416,0.007615,0.006875,0.013614,0.020670,0.010113,0.020438,-0.000024,0.000000,-0.000078,0.000027,0.000103,-0.000356,0.000003,-0.000051,-0.000070,-0.000022,0.000433,0.000248,-0.000690,0.000849,-0.000111,0.000839,0.000380,-0.001026,-0.000241,0.000690,0.000113,0.000016,-0.000001,0.000006,0.000056,0.000019,-0.000005,0.000043,0.000003,-0.000035,-0.000005,-0.000051,0.000043,0.000009,0.011411,0.007497,0.035533,0.017049,0.027396,0.147908,0.001577,0.020091,0.482010,0.319818,0.251528,0.254184,0.232009,0.246502,0.217679,0.233985,0.262182,0.258047,0.231703,0.231049,0.198180,0.010501,0.011642,0.009750,0.008769,0.010398,0.016673,0.012502,0.006950,0.005558,0.008846,0.013731,0.008835,0.006218,0.009702,0.005183,0.043778,0.019912,0.034267,0.129644,0.002064,0.018492,0.313351,0.288735,0.252786,0.253293,0.242011,0.234219,0.227545,0.226711,0.240079,0.228145,0.208264,0.214139,0.205006,0.009440,0.011349,0.008006,0.007989,0.008739,0.014751,0.009497,0.007449,0.004885,0.008272,0.010712,0.006136,0.005912,200.000000,0.084615,classical
0.019670,0.032001,3.181517,0.071070,0.138795,0.037325,0.004120,0.027390,-23.847904,3.223085,-0.353968,0.277063,-0.428638,-0.169788,-0.326312,-0.065730,-0.179525,0.099434,0.050327,-0.013923,0.000848,0.030880,0.004192,0.018486,0.013922,0.054409,0.007602,0.026575,0.000587,0.007942,0.035964,0.016070,0.023647,0.028555,0.000002,0.000048,-0.000023,-0.000052,-0.000118,-0.000020,0.000008,0.000014,0.002126,0.001014,-0.000274,-0.000323,-0.000912,-0.000359,-0.000124,-0.000977,-0.000400,0.000648,0.001129,-0.000144,-0.001066,-0.000003,0.000000,0.000004,0.000006,-0.000180,0.000020,-0.000038,-0.000000,0.000003,0.000082,0.000021,-0.000006,-0.000046,0.003246,0.011161,0.069248,0.023774,0.042807,0.018495,0.003141,0.005801,0.449739,0.273095,0.241278,0.262777,0.223670,0.210751,0.187984,0.221479,0.199479,0.217116,0.194586,0.194236,0.165776,0.024227,0.004856,0.017126,0.009941,0.041433,0.005853,0.018593,0.000448,0.006451,0.022180,0.010042,0.017673,0.009361,0.003539,0.009434,0.090048,0.032906,0.060771,0.020098,0.004476,0.005057,0.489926,0.291767,0.214597,0.229632,0.203307,0.201907,0.195060,0.195213,0.196984,0.205282,0.199197,0.193482,0.175685,0.017773,0.004242,0.013274,0.008858,0.028589,0.008029,0.013009,0.000513,0.006465,0.016510,0.009793,0.012539,0.007305,240.000000,0.110872,classical
0.046275,0.091484,3.161496,0.135046,0.172659,0.400577,0.006942,0.064332,-22.757404,2.020999,0.625733,0.342654,0.110873,0.165261,-0.049061,0.038327,-0.081513,0.009793,0.124336,0.173241,0.174014,0.005844,0.001834,0.078915,0.013511,0.025787,0.015202,0.069762,0.001479,0.006364,0.011045,0.053743,0.002059,0.041817,-0.000021,0.000001,-0.000210,-0.000051,0.000008,-0.000341,0.000009,-0.000006,-0.002154,0.001274,-0.000216,0.000498,0.000077,-0.000321,-0.000162,-0.000276,-0.000283,0.000337,-0.000076,0.000007,0.000653,-0.000007,-0.000000,0.000267,-0.000001,0.000004,0.000084,-0.000053,-0.000000,-0.000003,-0.000016,-0.000211,0.000000,-0.000001,0.027743,0.055747,0.117516,0.035000,0.023593,0.277657,0.006435,0.060189,1.020066,0.463577,0.398227,0.330972,0.278743,0.243343,0.244918,0.247695,0.211912,0.224125,0.228963,0.240439,0.232352,0.005885,0.002082,0.063462,0.018551,0.019815,0.018062,0.056266,0.001800,0.006999,0.008288,0.033698,0.003000,0.016711,0.028592,0.045865,0.156799,0.037377,0.029546,0.289568,0.007442,0.065043,1.071987,0.454488,0.394822,0.340257,0.301994,0.270042,0.265851,0.269633,0.250350,0.247133,0.256257,0.260398,0.245851,0.008119,0.002412,0.061437,0.020711,0.022372,0.017727,0.066099,0.002159,0.007939,0.009230,0.031297,0.003222,0.016302,150.000000,0.098060,beach
0.070408,0.050207,3.034381,0.155734,0.191778,0.466875,0.009073,0.130960,-23.390219,2.202707,0.029548,0.198811,0.015446,0.154052,0.025144,-0.023961,0.036990,0.178524,-0.010031,0.049370,0.000234,0.011799,0.004742,0.033908,0.008817,0.019929,0.011851,0.045693,0.002112,0.010812,0.017040,0.049615,0.005443,0.026752,0.000042,-0.000052,0.000087,-0.000002,-0.000043,0.001105,0.000010,0.000110,-0.002856,-0.000868,0.000349,-0.001647,-0.000680,-0.001303,-0.000885,-0.000877,-0.000075,-0.000202,0.000064,-0.001016,-0.001202,0.000023,0.000024,-0.000077,0.000003,-0.000005,-0.000025,-0.000005,0.000000,0.000005,0.000062,0.000010,-0.000019,-0.000003,0.062694,0.047883,0.278326,0.070621,0.042375,0.473383,0.005967,0.188487,1.353569,0.685647,0.541471,0.511355,0.352360,0.314497,0.299006,0.321290,0.269727,0.240257,0.236496,0.223303,0.219219,0.012431,0.007055,0.030399,0.008757,0.019091,0.015084,0.042433,0.002944,0.014392,0.017852,0.044012,0.006882,0.013773,0.074590,0.058823,0.382599,0.084174,0.052159,0.517571,0.007863,0.219132,1.777780,0.810040,0.615611,0.490669,0.398288,0.330629,0.329552,0.328561,0.303366,0.278834,0.270700,0.255476,0.250828,0.015451,0.008675,0.032914,0.011509,0.024169,0.019170,0.044534,0.003501,0.014437,0.019636,0.051106,0.008640,0.015814,100.000000,0.216055,beach
0.083870,0.075835,3.211921,0.176071,0.189479,0.762632,0.005294,0.133250,-22.121031,1.362191,0.383879,0.204055,0.059522,0.298826,0.002621,-0.021795,-0.116941,-0.030842,-0.027854,0.075857,-0.063012,0.013470,0.002746,0.040920,0.009347,0.018204,0.010758,0.061868,0.001853,0.003854,0.013019,0.041677,0.003571,0.030399,-0.000082,0.000023,-0.000098,-0.000032,0.000017,-0.000502,0.000005,-0.000057,-0.000826,0.000583,-0.000258,-0.000444,-0.000998,-0.001538,-0.000156,0.000462,-0.000232,0.000463,0.000731,0.001006,0.001016,-0.000073,-0.000000,0.000047,0.000006,0.000014,0.000033,0.000031,-0.000003,-0.000007,-0.000038,0.000104,0.000000,0.000025,0.042819,0.033718,0.087110,0.043488,0.025003,0.417240,0.003732,0.090571,0.954133,0.500921,0.493097,0.344340,0.322378,0.309587,0.310065,0.266143,0.237924,0.256710,0.220933,0.243210,0.239340,0.016415,0.003108,0.035656,0.011037,0.014047,0.014619,0.065673,0.002669,0.003541,0.011123,0.036108,0.003791,0.016576,0.049925,0.032006,0.115952,0.053952,0.033108,0.474496,0.004221,0.109565,1.014282,0.514322,0.467125,0.359254,0.370355,0.316144,0.319047,0.279932,0.265341,0.272972,0.261800,0.264113,0.251914,0.019949,0.003938,0.035548,0.012993,0.016238,0.014398,0.073501,0.003319,0.004216,0.012584,0.041336,0.004833,0.017986,150.000000,0.115385,beach
0.031688,0.068100,3.148598,0.107112,0.164038,0.226641,0.007731,0.045945,-23.376198,2.598728,0.364839,0.280130,-0.145678,0.190005,-0.017128,0.046737,-0.023835,-0.064250,-0.131253,0.033550,0.054235,0.017977,0.002653,0.037297,0.024892,0.014699,0.014610,0.066344,0.001189,0.008241,0.021675,0.056603,0.005415,0.037515,0.000011,0.000037,0.000005,0.000001,-0.000031,0.000084,0.000003,-0.000008,-0.001303,0.001659,0.002429,-0.001321,0.000196,0.000625,-0.000031,0.000056,-0.001850,-0.001315,-0.000034,-0.000168,-0.001458,-0.000058,0.000000,0.000005,0.000057,0.000035,-0.000197,0.000073,-0.000000,-0.000012,-0.000013,0.000151,-0.000002,-0.000003,0.022776,0.043817,0.151620,0.036268,0.031320,0.277239,0.005810,0.046132,1.278483,0.621974,0.519156,0.361246,0.324284,0.281979,0.269371,0.262279,0.271196,0.260748,0.244173,0.210196,0.235148,0.019168,0.004211,0.026555,0.025989,0.012281,0.015637,0.051707,0.002186,0.007649,0.021916,0.045192,0.008267,0.015606,0.022006,0.045741,0.207095,0.039277,0.038790,0.280796,0.007612,0.045325,1.223053,0.567761,0.413611,0.337835,0.301699,0.288107,0.276101,0.253619,0.252754,0.246803,0.245898,0.217885,0.241342,0.019788,0.004524,0.028880,0.023230,0.014109,0.014959,0.043583,0.002761,0.006779,0.017723,0.044587,0.008292,0.012938,200.000000,0.101883,beach
0.058964,0.089075,3.177515,0.156293,0.184406,0.512927,0.007275,0.089994,-22.496153,1.584057,0.113286,0.532430,0.279895,0.362082,0.002324,0.060035,-0.006979,0.059766,-0.091425,0.214094,0.198432,0.006418,0.001995,0.067145,0.008051,0.025622,0.006329,0.091714,0.002853,0.003917,0.008193,0.038673,0.007098,0.043023,0.000008,-0.000165,-0.001161,-0.000019,-0.000031,0.000472,0.000011,0.000070,-0.002963,-0.000773,0.002548,-0.001505,-0.002133,0.001909,-0.001199,0.000905,0.000639,0.000069,-0.000643,0.000321,0.000365,-0.000003,-0.000004,0.000082,0.000029,-0.000019,-0.000003,0.000053,-0.000003,0.000008,-0.000001,-0.000173,0.000002,-0.000024,0.034145,0.046322,0.151434,0.040351,0.022522,0.383202,0.006199,0.075701,0.950985,0.633648,0.568631,0.378206,0.372150,0.330979,0.304093,0.309029,0.289524,0.236558,0.237868,0.239472,0.231829,0.007270,0.002611,0.054027,0.010903,0.019261,0.007339,0.089567,0.003493,0.004677,0.010533,0.039869,0.009222,0.019571,0.035304,0.049257,0.212521,0.040654,0.027618,0.384676,0.006853,0.080680,1.039057,0.617663,0.552948,0.399147,0.394240,0.362184,0.335604,0.344436,0.296732,0.266984,0.263106,0.250791,0.249340,0.008499,0.002804,0.056952,0.012145,0.019569,0.008812,0.090563,0.003651,0.005626,0.010448,0.041095,0.010201,0.021043,150.000000,0.109658,beach
0.066072,0.077002,3.169770,0.152185,0.175825,0.564625,0.006336,0.111570,-22.262009,1.735319,0.461995,0.492586,-0.004444,0.069792,-0.011391,0.121443,0.053178,0.098266,0.034802,-0.025359,0.019790,0.019345,0.004643,0.057971,0.011221,0.019293,0.016534,0.044801,0.001986,0.005643,0.012251,0.039657,0.004028,0.030790,0.000062,0.000060,0.000092,0.000038,0.000032,0.000127,0.000006,0.000018,0.002038,-0.000736,-0.001910,0.000617,-0.001252,-0.000392,0.001183,0.000587,-0.000795,-0.000352,-0.001127,0.000744,0.001422,-0.000041,-0.000001,-0.000209,0.000029,0.000027,-0.000007,0.000030,-0.000000,0.000027,-0.000017,-0.000055,0.000005,-0.000041,0.040545,0.036202,0.142144,0.050061,0.030695,0.408249,0.004053,0.097615,1.152470,0.583675,0.558371,0.471277,0.429443,0.332795,0.292598,0.265388,0.257381,0.239000,0.255716,0.246874,0.243679,0.019061,0.006557,0.054110,0.013184,0.017917,0.019757,0.040766,0.003088,0.006065,0.011789,0.032514,0.005073,0.013343,0.043386,0.042336,0.187159,0.053130,0.035848,0.454432,0.005407,0.110240,1.304353,0.664293,0.477796,0.445328,0.405796,0.353281,0.316710,0.280976,0.282925,0.268737,0.268623,0.278766,0.260693,0.021368,0.008565,0.053663,0.014933,0.018314,0.020674,0.041291,0.003862,0.007083,0.012766,0.033317,0.006022,0.014674,150.000000,0.102926,beach
0.081128,0.078318,3.149165,0.166401,0.176481,0.773592,0.005511,0.140909,-22.239790,1.345655,0.209287,0.195549,0.075188,0.137836,0.007219,0.165487,-0.024251,-0.039070,-0.022366,0.004570,-0.010633,0.010692,0.004774,0.069101,0.008094,0.015640,0.008142,0.076971,0.002281,0.003077,0.010160,0.033386,0.004421,0.034736,-0.000223,-0.000018,-0.000918,-0.000153,-0.000004,-0.002051,0.000006,-0.000588,-0.001567,0.001751,0.001371,-0.000722,-0.000057,-0.000304,-0.000034,-0.000242,-0.000737,0.000199,0.000401,0.000278,0.000186,-0.000005,0.000000,0.000066,-0.000002,0.000010,0.000011,0.000079,-0.000000,-0.000001,0.000033,0.000019,-0.000005,0.000018,0.043026,0.057676,0.169062,0.042582,0.023813,0.447671,0.004214,0.106962,0.755249,0.482764,0.479111,0.320509,0.312898,0.297208,0.283140,0.258078,0.263121,0.250718,0.221595,0.212386,0.217479,0.010061,0.006236,0.061605,0.010046,0.011542,0.010107,0.081652,0.003450,0.003542,0.009452,0.027404,0.005861,0.021724,0.044856,0.063895,0.235922,0.047404,0.029286,0.447353,0.005028,0.116584,0.893319,0.505929,0.443880,0.335857,0.303255,0.301457,0.301317,0.274482,0.267324,0.265192,0.236206,0.234517,0.232271,0.011726,0.006974,0.070092,0.011634,0.012963,0.010968,0.093932,0.004297,0.004128,0.011044,0.034591,0.007273,0.021211,200.000000,0.116601,beach
0.064698,0.034283,3.163265,0.152255,0.178511,0.484498,0.007691,0.089303,-23.617966,1.553247,0.066825,0.527224,0.088130,0.299023,0.106971,-0.117145,-0.187825,-0.081698,-0.083736,0.003870,-0.021885,0.025221,0.003011,0.048617,0.008728,0.022933,0.012061,0.070769,0.004886,0.005996,0.006426,0.035567,0.002366,0.035484,-0.000032,0.000030,0.000070,0.000073,0.000059,0.000690,0.000021,0.000074,0.002500,-0.000234,0.001038,-0.001301,-0.000230,-0.000805,-0.000262,0.000116,-0.001294,-0.001353,-0.000648,-0.001315,-0.000094,-0.000017,-0.000004,-0.000001,0.000015,0.000191,-0.000033,-0.000007,-0.000000,0.000001,-0.000008,0.000012,0.000001,0.000033,0.038628,0.019504,0.128319,0.039914,0.023043,0.399601,0.005409,0.076685,1.276076,0.512272,0.613684,0.338780,0.352962,0.309853,0.326797,0.286987,0.293318,0.274709,0.300331,0.274937,0.244755,0.030479,0.004528,0.042337,0.013229,0.022847,0.018848,0.078694,0.007936,0.008628,0.007623,0.037670,0.003487,0.018994,0.038144,0.019255,0.163202,0.041300,0.027888,0.384511,0.006600,0.078698,1.357806,0.498156,0.477419,0.365969,0.349619,0.316662,0.313594,0.290686,0.293114,0.272524,0.289761,0.284569,0.263949,0.033218,0.004443,0.044500,0.016881,0.024131,0.020835,0.082041,0.010082,0.009979,0.009824,0.045695,0.004543,0.019815,150.000000,0.128556,beach
